"","Measure","Count.Total","Mean.Total","SD.Total","Count.ASD1","Mean.ASD1","SD.ASD1","Count.ASD2","Mean.ASD2","SD.ASD2","t.Value","df","p","p.adj","Significance"
"1","Age",145,10.0214223793103,2.39413594042617,114,9.85246775438596,2.34149350098267,31,10.6427393870968,2.52083024204275,-1.57089763485883,45.0695931355632,0.123201277816384,1.5163752036052,""
