"","Measure","Count.Total","Mean.Total","SD.Total","Count.ASD1","Mean.ASD1","SD.ASD1","Count.ASD2","Mean.ASD2","SD.ASD2","t.Value","p","Significance"
"1","ASSQ_Total",145,17.7448275862069,10.9422596376165,114,17.4561403508772,10.6912753702294,31,18.8064516129032,11.9454854926836,-0.570319788447184,0.571365854097313,""
"2","SRS_Total",143,82.0909090909091,29.3516583236933,114,82.1140350877193,29.7100319078146,29,82,28.4052309065979,0.0191215864498051,0.984828848423203,""
"3","SRS_AWR",143,10.5384615384615,3.48996394260648,114,10.6052631578947,3.51386236087827,29,10.2758620689655,3.44234712000131,0.458155442738663,0.649093314556092,""
"4","SRS_COG",143,15.1258741258741,6.84729527445643,114,14.9912280701754,7.11410864700062,29,15.6551724137931,5.75869443332034,-0.526958422438573,0.600462628662647,""
"5","SRS_COM",143,27.6783216783217,10.5587567280563,114,27.5350877192982,10.7991968109739,29,28.2413793103448,9.71249259022991,-0.341564522893318,0.734193914438072,""
"6","SRS_DSMRRB",143,16.5104895104895,7.30219640203571,114,16.6140350877193,7.04411983727874,29,16.1034482758621,8.36380308056349,0.302581492122458,0.763829061526157,""
"7","SRS_MOT",143,12.2377622377622,6.11274130196601,114,12.3684210526316,6.1461019489005,29,11.7241379310345,6.05862167095158,0.509811014489401,0.612741254824804,""
"8","SRS_SCI",143,65.5804195804196,23.268612900248,114,65.5,23.9125434555439,29,65.8965517241379,20.929037974591,-0.0884064583963742,0.929918699207913,""
"9","SRS_RRB",143,16.5104895104895,7.30219640203571,114,16.6140350877193,7.04411983727874,29,16.1034482758621,8.36380308056349,0.302581492122458,0.763829061526157,""
